"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 26 12:58:39 YEKT 2023","Thu Jan 26 12:58:44 YEKT 2023","4659","","Общая функциональность таппера","","tapper.tests.keeper_e2e._0_common._0_1_AllElementsTest","isShareButtonShown","2.1. Проверяем что кнопка поделиться счётом есть и работает корректно",""
"failed","Thu Jan 26 13:15:30 YEKT 2023","Thu Jan 26 13:15:36 YEKT 2023","6634","","Частичная оплата - -чай +сбор","","tapper.tests.keeper_e2e._2_partialPayment._2_2_NoTipsScTest","chooseDishesAndCheckAfterDivided","2. Выбираем рандомно блюда, проверяем все суммы и условия, без чая но с СБ",""
"failed","Thu Jan 26 13:02:44 YEKT 2023","Thu Jan 26 13:02:48 YEKT 2023","4633","","Полная оплата на 1-м устройстве, позиции в статусе 'Оплачиваются', 'Оплачено' на 2-м устройстве","","tapper.tests.keeper_e2e._5_sockets._5_2_FullCheckEveryStatusTest","payAndGoToAcquiring","1.7. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"passed","Thu Jan 26 13:14:48 YEKT 2023","Thu Jan 26 13:14:49 YEKT 2023","1042","","Проверка профиля, редактирование полей, смена пароля","","tapper.tests.admin_personal_account.profile._13_0_TotalTest","goToMenu","1.2. Переход на страницу профиля, проверка всех элементов",""
"failed","Thu Jan 26 13:03:59 YEKT 2023","Thu Jan 26 13:04:04 YEKT 2023","4643","","Добавление позиции после частичной оплаты","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_5_AddAfterPartAndPartTest","savePaymentDataForAcquiring","1.4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Thu Jan 26 13:10:14 YEKT 2023","Thu Jan 26 13:10:14 YEKT 2023","193","","Приглашение на один и тот же e-mail, который уже занят у официанта","","tapper.tests.admin_personal_account.waiters._9_1_ErrorWithTheSameMailTest","findNonVerifiedWaiter","1.3. Поиск официанта в статусе 'Ожидает приглашения'",""
"failed","Thu Jan 26 13:13:15 YEKT 2023","Thu Jan 26 13:13:20 YEKT 2023","4528","","Сортировка меню, отображение всех категорий и блюд в таппере","","tapper.tests.admin_personal_account.menu._11_2_SortingTest","chooseRandomCategoryAndDishes","1.5. Выбираем рандомные категории и блюда, делаем видимыми для гостя",""
"failed","Thu Jan 26 13:15:22 YEKT 2023","Thu Jan 26 13:15:43 YEKT 2023","20750","","Официант верифицирован, без привязанной карты, частичная оплата  +СБ","","tapper.tests.keeper_e2e._6_waiter._6_3_VerifiedPartNoCardWithScTest","matchTgMsgDataAndTapperData","6. Проверка сообщения в телеграмме",""
"failed","Thu Jan 26 12:57:44 YEKT 2023","Thu Jan 26 12:58:14 YEKT 2023","30679","","Общая функциональность таппера","","tapper.tests.keeper_e2e._0_common._0_1_AllElementsTest","isDishListNotEmptyAndVisible","1.5. Проверяем что стол не пустой и содержит заказ",""
"failed","Thu Jan 26 13:07:00 YEKT 2023","Thu Jan 26 13:07:11 YEKT 2023","10742","","Оплата по кнопке 'Оплатить' - +чай -сбор","","tapper.tests.keeper_e2e._1_fullPayment._1_2_TipsNoScTest","checkPayment","5. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"failed","Thu Jan 26 13:25:34 YEKT 2023","Thu Jan 26 13:25:44 YEKT 2023","10731","","Частичная оплата + применение скидки (Частичная оплата, потом скидка, потом полная оплата)","","tapper.tests.keeper_e2e._8_discount._8_1_PartPayAddDiscountTest","checkPayment","1.5. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"failed","Thu Jan 26 12:56:17 YEKT 2023","Thu Jan 26 12:56:47 YEKT 2023","30664","","tapper - переход на пустой стол, создание заказа на кассе, появление заказа в таппере","","tapper.tests.keeper_e2e._0_common._0_0_TapperOrderAppearsWhenCreatedInKeeperTest","checkSumTipsSC","4. Проверка суммы, чаевых, сервисного сбора",""
"passed","Thu Jan 26 13:07:52 YEKT 2023","Thu Jan 26 13:08:06 YEKT 2023","13941","","Добавление и удаление позиции после в одном заказе","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_7_AddAndRemoveFullTest","checkSumTipsSC","1.2. Проверка суммы, чаевых, сервисного сбора","Создаём заказ
Добавляем одну позицию
Пробуем оплатить стол и должны получить ошибку
Проделываем тоже самое с удалением"
"failed","Thu Jan 26 13:04:36 YEKT 2023","Thu Jan 26 13:04:42 YEKT 2023","5668","","Одновременная частичная оплата с 2х устройств","","tapper.tests.keeper_e2e._5_sockets._5_3_SimultaneouslyPartPayTest","payOnAcquiring","2.1. Сверяем количество оплаченных блюд",""
"failed","Thu Jan 26 13:05:46 YEKT 2023","Thu Jan 26 13:05:51 YEKT 2023","4596","","Частичная оплата + применение скидки (Частичная оплата, потом скидка, потом полная оплата)","","tapper.tests.keeper_e2e._8_discount._8_1_PartPayAddDiscountTest","savePaymentDataForAcquiring","1.3. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"failed","Thu Jan 26 13:13:20 YEKT 2023","Thu Jan 26 13:13:24 YEKT 2023","4551","","Сортировка меню, отображение всех категорий и блюд в таппере","","tapper.tests.admin_personal_account.menu._11_2_SortingTest","goToTapper","1.6. Переключаемся на стол и сравниваем что категории и меню корректны'",""
"broken","Thu Jan 26 13:08:06 YEKT 2023","Thu Jan 26 13:08:08 YEKT 2023","2815","","tapper.tests.keeper_e2e._8_discount._8_2_PartAndFullPayAfterRemovingDiscountTest","","tapper.tests.keeper_e2e._8_discount._8_2_PartAndFullPayAfterRemovingDiscountTest","addDiscountAndCheckSums","1.4. Удаляем скидку из заказа и проверяем суммы",""
"failed","Thu Jan 26 13:18:34 YEKT 2023","Thu Jan 26 13:18:43 YEKT 2023","8730","","Проверка вайфая","","tapper.tests.admin_personal_account.customization._15_1_wiFiTest","setMsgAsTextPattern","1.5. Переходим на стол и проверяем что он активировался",""
"failed","Thu Jan 26 13:04:08 YEKT 2023","Thu Jan 26 13:04:12 YEKT 2023","4598","","keeper - комплекс оплат для проверки на странице истории операций в админке","","tapper.tests.keeper_e2e._0_common._0_8_OperationsHistoryTest","payAndGoToAcquiringAgain","1.9. Производим полную оплату",""
"failed","Thu Jan 26 13:05:01 YEKT 2023","Thu Jan 26 13:05:12 YEKT 2023","10694","","Полная оплата с общей скидкой на заказ","","tapper.tests.keeper_e2e._8_discount._8_0_FullPayTest","checkPayment","5. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"failed","Thu Jan 26 13:03:13 YEKT 2023","Thu Jan 26 13:04:03 YEKT 2023","49694","","Одновременная частичная оплата с 2х устройств","","tapper.tests.keeper_e2e._5_sockets._5_3_SimultaneouslyPartPayTest","createAndFillOrder","1.1. Создание заказа в r_keeper и открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Thu Jan 26 13:14:57 YEKT 2023","Thu Jan 26 13:15:12 YEKT 2023","14176","","Проверка профиля, редактирование полей, смена пароля","","tapper.tests.admin_personal_account.profile._13_0_TotalTest","changeAdminPassword","1.5. Смена пароля админа",""
"passed","Thu Jan 26 13:15:34 YEKT 2023","Thu Jan 26 13:15:35 YEKT 2023","1017","","Проверка всех элементов, смены имени, телеграмма, пароля, загрузка изображений, сверка со столом","","tapper.tests.waiter_personal_account._14_0_TotalTest","downloadWaiterImage","1.3. Загрузка аватарки официанта в админке",""
"failed","Thu Jan 26 13:04:19 YEKT 2023","Thu Jan 26 13:04:40 YEKT 2023","20755","","Добавление позиции после частичной оплаты","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_5_AddAfterPartAndPartTest","clearDataAndChoseAgain","1.7 Проверка сообщения в телеграмме",""
"failed","Thu Jan 26 12:59:13 YEKT 2023","Thu Jan 26 12:59:18 YEKT 2023","4563","","Общая функциональность таппера","","tapper.tests.keeper_e2e._0_common._0_1_AllElementsTest","leaveReview","2.8. Оставляем отзыв",""
"failed","Thu Jan 26 13:11:42 YEKT 2023","Thu Jan 26 13:11:46 YEKT 2023","4544","","Официант верифицирован, без привязанной карты, полная оплата -СБ","","tapper.tests.keeper_e2e._6_waiter._6_1_VerifiedFullNoCardNoScTest","savePaymentDataForAcquiring","3. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Thu Jan 26 13:13:11 YEKT 2023","Thu Jan 26 13:13:11 YEKT 2023","9","","Сортировка меню, отображение всех категорий и блюд в таппере","","tapper.tests.admin_personal_account.menu._11_2_SortingTest","matchDishesItemSizeWithCategorySize","1.3. Проверяем что количество блюд в категории соответствует заголовку",""
"passed","Thu Jan 26 13:14:09 YEKT 2023","Thu Jan 26 13:14:09 YEKT 2023","128","","Проверка всех диапазонов, списка операций по фильтрации","","tapper.tests.admin_personal_account.operations_history._12_0_TotalTest","goToOperationsHistory","1.2. Переход на категорию история операций",""
"failed","Thu Jan 26 13:15:56 YEKT 2023","Thu Jan 26 13:16:17 YEKT 2023","20713","","Частичная оплата - -чай +сбор","","tapper.tests.keeper_e2e._2_partialPayment._2_2_NoTipsScTest","clearDataAndChoseAgain","6. Проверка сообщения в телеграмме",""
"failed","Thu Jan 26 13:11:15 YEKT 2023","Thu Jan 26 13:12:03 YEKT 2023","47901","","Частичная оплата - +чай +сбор","","tapper.tests.keeper_e2e._2_partialPayment._2_0_TipsScTest","createAndFillOrder","1. Создание заказа в r_keeper и открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Thu Jan 26 12:59:49 YEKT 2023","Thu Jan 26 13:00:02 YEKT 2023","12600","","tapper - проверка сообщений вызова официанта при пустом столе и в заказе","","tapper.tests.keeper_e2e._0_common._0_9_checkCallWaiterTgMsgTest","createAndFillOrder","5. Создание заказа в r_keeper",""
"failed","Thu Jan 26 13:20:18 YEKT 2023","Thu Jan 26 13:20:39 YEKT 2023","20728","","Официант не верифицирован, без привязанной карты, частичная оплата  -СБ","","tapper.tests.keeper_e2e._6_waiter._6_6_NonVerifiedPartNoCardNoScTest","matchTgMsgDataAndTapperData","8. Проверка сообщения в телеграмме",""
"failed","Thu Jan 26 12:58:34 YEKT 2023","Thu Jan 26 12:58:55 YEKT 2023","20752","","Удаление позиции, полная оплата","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_2_RemoveAndFullTest","clearDataAndChoseAgain","7. Проверка сообщения в телеграмме",""
"failed","Thu Jan 26 13:12:03 YEKT 2023","Thu Jan 26 13:12:09 YEKT 2023","6614","","Частичная оплата - +чай +сбор","","tapper.tests.keeper_e2e._2_partialPayment._2_0_TipsScTest","chooseDishesAndCheckAfterDivided","2. Выбираем рандомно блюда, проверяем все суммы и условия, проверяем что после шаринга выбранные позиции в ожидаются",""
"failed","Thu Jan 26 13:10:02 YEKT 2023","Thu Jan 26 13:10:08 YEKT 2023","5590","","Официант верифицирован, без привязанной карты, полная оплата + СБ","","tapper.tests.keeper_e2e._6_waiter._6_0_VerifiedFullNoCardWithScTest","checkSumTipsSC","2. Проверка суммы, отсутствия чаевых, корректности сервисного сбора",""
"failed","Thu Jan 26 13:00:11 YEKT 2023","Thu Jan 26 13:00:15 YEKT 2023","4644","","Добавление позиции, частичная оплата","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_3_AddAndPartTest","savePaymentDataForAcquiring","1.6. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Thu Jan 26 12:57:00 YEKT 2023","Thu Jan 26 12:57:13 YEKT 2023","13168","","Проверка логики установки дефолтных чаевых от суммы заказа, ввод кастомных чаевых, ошибки суммы","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","addDishesWith4thOption","2.0. Добавляем еще одно блюдо в заказ",""
"failed","Thu Jan 26 13:12:18 YEKT 2023","Thu Jan 26 13:12:29 YEKT 2023","10574","","Частичная оплата - +чай +сбор","","tapper.tests.keeper_e2e._2_partialPayment._2_0_TipsScTest","checkPayment","5. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"passed","Thu Jan 26 13:08:57 YEKT 2023","Thu Jan 26 13:09:00 YEKT 2023","3603","","Авторизация администратора,проверка всех статусов приглашения официанта","","tapper.tests.admin_personal_account.waiters._9_0_TotalTest","negativeSearchWaiter","1.3. Отправка приглашение на почту официанту",""
"passed","Thu Jan 26 13:01:08 YEKT 2023","Thu Jan 26 13:01:11 YEKT 2023","3535","","Частичная оплата на 1-м устройстве, позиции в статусе 'Оплачиваются', 'Оплачено' на 2-м устройстве","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","switchToAnotherUser","1.3. Открываем новый стол и меняем гостя",""
"passed","Thu Jan 26 13:12:06 YEKT 2023","Thu Jan 26 13:12:11 YEKT 2023","5202","","Проверка что включенное меню отображается","","tapper.tests.admin_personal_account.menu._11_0_TotalTest","deactivateCategoryButShowGuestButtonIsActive","1.6. В админке отключаем все категории но кнопка показывать гостям активна",""
"skipped","Thu Jan 26 13:14:01 YEKT 2023","Thu Jan 26 13:14:01 YEKT 2023","0","","Проверка всех диапазонов, списка операций по фильтрации","","tapper.tests.admin_personal_account.operations_history._12_0_TotalTest","createAndFillOrder","1.0 Создание заказа в r_keeper, оплата его, чтобы появилась операция в истории операций",""
"skipped","Thu Jan 26 13:04:46 YEKT 2023","Thu Jan 26 13:04:46 YEKT 2023","0","","Полная оплата с общей скидкой на заказ","","tapper.tests.keeper_e2e._8_discount._8_0_FullPayTest","createAndFillOrder","1. Создание заказа в r_keeper",""
"passed","Thu Jan 26 13:16:22 YEKT 2023","Thu Jan 26 13:16:25 YEKT 2023","2193","","Отвязка и привязка карты официанта","","tapper.tests.waiter_personal_account._14_1_UnlinkLinkWaiterCardTest","checkWaiterStatus","1.2. Проверка смены статуса верификации",""
"failed","Thu Jan 26 13:00:56 YEKT 2023","Thu Jan 26 13:01:45 YEKT 2023","48952","","Удаление позиции, частичная оплата","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_4_RemoveAndPartTest","createAndFillOrder","1.1. Создание заказа в r_keeper и открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Thu Jan 26 12:55:29 YEKT 2023","Thu Jan 26 12:55:45 YEKT 2023","16331","","tapper - переход на пустой стол, создание заказа на кассе, появление заказа в таппере","","tapper.tests.keeper_e2e._0_common._0_0_TapperOrderAppearsWhenCreatedInKeeperTest","createAndFillOrder","2. Создание заказа в r_keeper",""
"passed","Thu Jan 26 13:18:43 YEKT 2023","Thu Jan 26 13:18:45 YEKT 2023","2356","","Проверка вайфая","","tapper.tests.admin_personal_account.customization._15_1_wiFiTest","isChangedTextPatternCorrectOnTable","1.6. Возвращаемся в админку, отключаем его, проверяем что на столе корректно",""
"failed","Thu Jan 26 13:15:45 YEKT 2023","Thu Jan 26 13:15:56 YEKT 2023","10619","","Частичная оплата - -чай +сбор","","tapper.tests.keeper_e2e._2_partialPayment._2_2_NoTipsScTest","checkPayment","5. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"failed","Thu Jan 26 13:08:17 YEKT 2023","Thu Jan 26 13:08:21 YEKT 2023","4554","","Добавление и удаление позиции после в одном заказе","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_7_AddAndRemoveFullTest","checkChangedSumAfterAdding","1.4. Пытаемся оплатить и получаем ошибку изменения суммы",""
"failed","Thu Jan 26 13:06:55 YEKT 2023","Thu Jan 26 13:07:00 YEKT 2023","4648","","Оплата по кнопке 'Оплатить' - +чай -сбор","","tapper.tests.keeper_e2e._1_fullPayment._1_2_TipsNoScTest","payAndGoToAcquiring","4. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"broken","Thu Jan 26 13:03:53 YEKT 2023","Thu Jan 26 13:03:59 YEKT 2023","6630","","keeper - комплекс оплат для проверки на странице истории операций в админке","","tapper.tests.keeper_e2e._0_common._0_8_OperationsHistoryTest","openAdminOperationsHistory","1.7. Открываем историю операций, проверяем что платёж есть и корректный",""
"failed","Thu Jan 26 13:01:45 YEKT 2023","Thu Jan 26 13:01:51 YEKT 2023","5680","","Удаление позиции, частичная оплата","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_4_RemoveAndPartTest","checkSumTipsSC","1.2. Проверка суммы, чаевых, сервисного сбора",""
"passed","Thu Jan 26 13:04:20 YEKT 2023","Thu Jan 26 13:04:23 YEKT 2023","3518","","Одновременная частичная оплата с 2х устройств","","tapper.tests.keeper_e2e._5_sockets._5_3_SimultaneouslyPartPayTest","switchBackTo1Guest","1.6. Переключаемся на первого гостя",""
"failed","Thu Jan 26 12:59:43 YEKT 2023","Thu Jan 26 12:59:48 YEKT 2023","5727","","Добавление позиции, частичная оплата","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_3_AddAndPartTest","checkSumTipsSC","1.2. Проверка суммы, чаевых, сервисного сбора",""
"failed","Thu Jan 26 13:01:01 YEKT 2023","Thu Jan 26 13:01:08 YEKT 2023","6744","","Частичная оплата на 1-м устройстве, позиции в статусе 'Оплачиваются', 'Оплачено' на 2-м устройстве","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","chooseDishesAndCheckAfterDivided","1.2. Выбираем рандомно блюда, проверяем все суммы и условия, сохраняем данные для след. теста",""
"passed","Thu Jan 26 13:12:21 YEKT 2023","Thu Jan 26 13:12:21 YEKT 2023","284","","Смена имени категории и позиции, проверка на столе","","tapper.tests.admin_personal_account.menu._11_1_ChangeCategoryAndDishesTest","activateFirstCategoryAndActivateShowGuestMenu","1.3. Делаем видимым категорию, блюдо и переключатель если отключены",""
"failed","Thu Jan 26 13:04:52 YEKT 2023","Thu Jan 26 13:04:57 YEKT 2023","4632","","Полная оплата с общей скидкой на заказ","","tapper.tests.keeper_e2e._8_discount._8_0_FullPayTest","savePaymentDataForAcquiring","3. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"failed","Thu Jan 26 13:10:27 YEKT 2023","Thu Jan 26 13:10:34 YEKT 2023","6802","","Выбор всех позиций - +чай +сбор","","tapper.tests.keeper_e2e._1_fullPayment._1_5_ChoseAllDishesTest","checkSumTipsSC","2. Проверка суммы, чаевых, без сервисного сбора",""
"passed","Thu Jan 26 13:08:06 YEKT 2023","Thu Jan 26 13:08:17 YEKT 2023","10593","","Добавление и удаление позиции после в одном заказе","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_7_AddAndRemoveFullTest","addOneMoreDishInOrder","1.3. Добавляем еще одно блюдо на кассе",""
"passed","Thu Jan 26 13:13:18 YEKT 2023","Thu Jan 26 13:13:20 YEKT 2023","1018","","Официант верифицирован, без привязанной карты, частичная оплата  -СБ","","tapper.tests.keeper_e2e._6_waiter._6_2_VerifiedPartNoCardNoScTest","deactivateServiceChargeIfActivated","3. Выключаем сервисный сбор",""
"failed","Thu Jan 26 13:08:46 YEKT 2023","Thu Jan 26 13:09:07 YEKT 2023","20764","","Оплата по кнопке 'Оплатить' - -чай +сбор","","tapper.tests.keeper_e2e._1_fullPayment._1_3_NoTipsScTest","clearDataAndChoseAgain","6. Проверка сообщения в телеграмме",""
"passed","Thu Jan 26 12:56:15 YEKT 2023","Thu Jan 26 12:56:28 YEKT 2023","12963","","Проверка логики установки дефолтных чаевых от суммы заказа, ввод кастомных чаевых, ошибки суммы","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","addDishes","1.5. Добавляем еще одно блюдо в заказ",""
"failed","Thu Jan 26 13:15:45 YEKT 2023","Thu Jan 26 13:15:52 YEKT 2023","7252","","Проверка всех элементов, смены имени, телеграмма, пароля, загрузка изображений, сверка со столом","","tapper.tests.waiter_personal_account._14_0_TotalTest","changeWaiterName","1.7. Смена имени официанта и проверка на столе",""
"passed","Thu Jan 26 13:11:32 YEKT 2023","Thu Jan 26 13:11:32 YEKT 2023","313","","Проверка поиска по столам, детальной карточки, qr-кода","","tapper.tests.admin_personal_account.tables_and_qr_codes._10_0_TotalTest","goToDetailCard","1.8. Переход в детальную карточку стола и проверка элементов",""
"passed","Thu Jan 26 13:11:23 YEKT 2023","Thu Jan 26 13:11:27 YEKT 2023","3953","","Проверка поиска по столам, детальной карточки, qr-кода","","tapper.tests.admin_personal_account.tables_and_qr_codes._10_0_TotalTest","searchTest_2","1.4. Ввод диапазона с 1 и пустого 'по'",""
"passed","Thu Jan 26 13:24:34 YEKT 2023","Thu Jan 26 13:24:52 YEKT 2023","17455","","Частичная оплата + применение скидки (Частичная оплата, потом скидка, потом полная оплата)","","tapper.tests.keeper_e2e._8_discount._8_1_PartPayAddDiscountTest","createAndFillOrder","1.1. Создание заказа в r_keeper",""
"failed","Thu Jan 26 13:17:32 YEKT 2023","Thu Jan 26 13:17:36 YEKT 2023","4565","","Отвязка и привязка карты официанта","","tapper.tests.waiter_personal_account._14_1_UnlinkLinkWaiterCardTest","checkIfWaiterVerifiedSuccessfully","1.6. Привязка карты",""
"failed","Thu Jan 26 12:55:13 YEKT 2023","Thu Jan 26 12:56:10 YEKT 2023","56392","","Проверка логики установки дефолтных чаевых от суммы заказа, ввод кастомных чаевых, ошибки суммы","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","createAndFillOrder","1.2. Создание заказа в r_keeper и открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"broken","Thu Jan 26 13:06:32 YEKT 2023","Thu Jan 26 13:06:46 YEKT 2023","13512","","Частичная оплата + применение скидки (Частичная оплата, потом скидка, потом полная оплата)","","tapper.tests.keeper_e2e._8_discount._8_1_PartPayAddDiscountTest","addDiscountAndCheckSums","1.6. Добавляем скидку в заказ и проверяем суммы",""
"failed","Thu Jan 26 13:00:15 YEKT 2023","Thu Jan 26 13:00:20 YEKT 2023","4661","","Добавление позиции, частичная оплата","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_3_AddAndPartTest","payAndGoToAcquiring","1.7 Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"passed","Thu Jan 26 12:59:27 YEKT 2023","Thu Jan 26 12:59:28 YEKT 2023","1052","","tapper - проверка сообщений вызова официанта при пустом столе и в заказе","","tapper.tests.keeper_e2e._0_common._0_9_checkCallWaiterTgMsgTest","sendCallWaiter","2. Отправка сообщения в вызов официанта",""
"failed","Thu Jan 26 13:19:51 YEKT 2023","Thu Jan 26 13:19:57 YEKT 2023","5712","","Официант не верифицирован, без привязанной карты, частичная оплата  -СБ","","tapper.tests.keeper_e2e._6_waiter._6_6_NonVerifiedPartNoCardNoScTest","checkSumWithAllConditionsWithNonVerifiedWaiter","3. Проверяем все суммы и условия",""
"failed","Thu Jan 26 13:13:06 YEKT 2023","Thu Jan 26 13:13:11 YEKT 2023","4530","","Сортировка меню, отображение всех категорий и блюд в таппере","","tapper.tests.admin_personal_account.menu._11_2_SortingTest","goToMenu","1.2. Переход на страницу меню",""
"passed","Thu Jan 26 12:57:12 YEKT 2023","Thu Jan 26 12:57:13 YEKT 2023","427","","Общая функциональность таппера","","tapper.tests.keeper_e2e._0_common._0_1_AllElementsTest","openTable","1.2. Открытие стола",""
"failed","Thu Jan 26 13:16:35 YEKT 2023","Thu Jan 26 13:16:41 YEKT 2023","5722","","Официант не верифицирован, без привязанной карты, полная оплата + СБ","","tapper.tests.keeper_e2e._6_waiter._6_4_NonVerifiedFullNoCardWithScTest","checkSumTipsSC","2. Проверка суммы, отсутствия чаевых, корректности сервисного сбора",""
"failed","Thu Jan 26 13:06:55 YEKT 2023","Thu Jan 26 13:06:59 YEKT 2023","4648","","Удаление позиции после частичной оплаты","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_6_RemoveAfterPartAndPartTest","checkChangedSumAfterAdding","1.9. Пытаемся оплатить и получаем ошибку изменения суммы",""
"failed","Thu Jan 26 13:16:17 YEKT 2023","Thu Jan 26 13:16:25 YEKT 2023","8209","","Частичная оплата - -чай +сбор","","tapper.tests.keeper_e2e._2_partialPayment._2_2_NoTipsScTest","payAndGoToAcquiringAgain","7. Переход на эквайринг, ввод данных, оплата",""
"passed","Thu Jan 26 13:15:42 YEKT 2023","Thu Jan 26 13:15:43 YEKT 2023","1151","","Проверка всех элементов, смены имени, телеграмма, пароля, загрузка изображений, сверка со столом","","tapper.tests.waiter_personal_account._14_0_TotalTest","deleteWaiterImage","1.5. Удаление фотографии в админке",""
